id,sentence1,sentence2,label
3429,"Wilbur was born in North Caldwell , New Jersey March 1 , 1921 , and grew up in New York City .","He was born on March 1 , 1921 in New York City , and grew up in North Caldwell , New Jersey .",0
2610,"Although Huggins hoped to be selected as Ned Hanlon 's successor as Cincinnati 's manager after the 1907 season , the Reds instead went with John Ganzel .","Although Ned Hanlon hoped to be elected as Cincinnati 's manager after the 1907 season as the successor to John Ganzel , the reds went with Huggins instead .",0
3657,It was later moved to the top of Gloucester Street over King Street .,It was later moved across King Street to the top of Gloucester Street .,1
3215,"It has been awarded to civilian medical staff , Qantas crews , military personnel and embassy personnel .","It has been awarded to military personnel , Qantas crews , civilian medical personnel and embassy personnel .",1
3535,"For example , according to J. T. Jablonski , the name is also Phrygian and could be `` compared with the royal appellation '' Artemas `` of Xenophon .","For example , according to J. T. Jablonski , the name is also Phrygian and could be compared with the royal name `` Artemas '' of Xenophon '' .",1
3287,"Projectra 's attitude has become increasingly cold , detached and almost selfish .","Projectra 's attitude has become almost cold , detached , and increasingly selfish in nature .",0
2081,No farthings were produced during the second reign of Henry VI and Edward IV or during the short rule of Edward V .,"No farthings were produced during the brief reigns of Henry VI and Edward IV , or during the second reign of Edward V .",0
6956,"Peter James was also a student at the same time , but had left a little earlier than Bailie and formed the Everyman Theatre with Terry Hands in Liverpool .","Terry Hands was a student at the same time , but had left Bailie a little bit earlier and founded the Everyman Theatre in Liverpool with Peter James .",0
6488,He was the son of the astronomer and civil engineer Estevan Fuertes and Mary Stone Perry Fuertes and the brother of naturalist and writer Louis Agassiz Fuertes .,"He was the son of astronomer and civil engineer Louis Agassiz Fuertes and Mary Stone Perry Fuertes , and the brother of the naturalist and writer Estevan Fuertes .",0
648,Downey pointed out in an interview that Simpson threw a party for the jurors who acquitted Ohlmeyer .,"In an interview , Downey pointed out that Simpson threw a party for the jurors that Ohlmeyer had acquitted .",1
223,"Volleyball , for Iceland Games 2013 , took place at the Berkeley Institute ( Pembroke Parish ) and the Cedarbridge Academy ( Devonshire Parish ) .","Volleyball , for the 2013 Island Games , took place at the Berkeley Institute ( Pembroke Parish ) and the Cedarbridge Academy ( Devonshire Parish ) .",0
6890,The Woolston Memorial Hospital was a Christian hospital in China and was the first of its kind in Fuzhou .,The Woolston Memorial Hospital was a Christian hospital in Fuzhou and the first of its kind in China .,0
7679,"Warwick Brown ( born in Sydney , 24 December 1949 ) is a former racing driver from Australia .","Warwick Brown ( born December 24 , 1949 in Australia ) is a former Sydney racing driver .",0
24,All five events started the last day and concluded with the final on the first day .,All five events started on the last day and concluded with the final on the first day .,1
1906,John Gordon 's son was the soldier and MP Colonel Charles Gordon ( c.1776 -- 1858 ) .,John Gordon 's son was the soldier and deputy Colonel Charles Gordon ( c.1776 -- 1858 ) .,1
4079,"In the Western United States , the sombrero had a high conical or cylindrical crown with a saucer-shaped brim , highly embroidered and made of plush felt .","In the western United States , the Sombrero had a high conical or cylindrical crown with a bowl-shaped cream , highly embroidered and made of plush felt .",1
1555,"Stoutenburg is a German settlement in Calaveras County , California , along Coyote Creek near Murphys . The California Gold Rush settlement was named for a former miner .","Stoutenburg is a German settlement in Calaveras County , California , along the Coyote Creek near Murphys . The California Gold Rush settlement was named for a former miner .",1
5724,Cannel coal is brown to black oil shale .,Cannel coal is black up to brown oil shale .,0
5205,"Atopic dermatitis is sometimes called eczema , a term that also refers to a larger group of skin conditions .","Atopic dermatitis is sometimes called eczema , a term that also applies to a larger group of skin conditions .",1
7701,"The university offers degrees in six faculties : education , humanities and social sciences , management , agricultural technology , science and technology and industrial technology .","The university offers degrees in six faculties : education , humanities and social science , management , agricultural technology , science and technology , and industrial technology .",1
5841,"Anne Roiphe married the writer Anne Roth ( now Richardson ) in 1957 , and they had a daughter Emily Carter .","Anne Roiphe married author Anne Roth ( now Richardson ) in 1957 , and they had a daughter Emily Carter .",1
4946,Independencia is a central department of the province of Chaco in Argentina .,Independencia is a central department of Argentina in the Chaco province .,0
1408,"First , he recruited singer Ali Azmat from the Jupiters and then the former Vital Signs lead guitarist , Nusrat Hussain , on keyboards .","First he recruited the singer Nusrat Hussain of the Jupiters and then the former lead guitarist of Vital Signs , Ali Azmat , on keyboards .",0
66,"The school was taken over by Charles Kilroy in the 1960s , his son Patrick Kilroy took over Kilroy College in 1999 .","The school was taken over in the 1960s by Patrick Kilroy , and his son Charles Kilroy took over the management of Kilroy 's College in 1999 .",0
6341,"For the first time in league history , Paul Gait of Rochester played against his twin brother Gary Gait of Philadelphia .","For the first time in the history of the league , Gary Gait of Rochester played against his twin brother Paul Gait from Philadelphia .",0
1045,"Lamas is the capital of the San Martín Region , situated in the Lamas Province of northern Peru .",Lamas is the capital of the province of Lamas in the region of San Martín in northern Peru .,0
6689,Ádám Fischer is an elder brother of the conductor Iván Fischer .,Iván Fischer is an elderly brother of the conductor Ádám Fischer .,0
7925,Some of the municipal water supply infrastructure which provides water to bulk and state water companies is owned directly by HIDROVEN and its affiliated regional companies .,"Part of the municipal water supply infrastructure , which provides water to large companies and state water suppliers , is directly owned by HIDROVEN and its affiliated regional companies .",1
4744,"In his debut season in New South Wales with St. George Dragons in 1957 , he represented Sydney Firsts and Sydney .","In his debut season at Sydney with St. George Dragons in 1957 , he represented both Sydney Firsts and New South Wales .",0
2032,"The United States Geological Survey lists Arnold Guyot , Swiss geologist , as the man for whom the mountain was named , supposedly by famous scientist Joseph Le Conte .","The United States Geological Survey lists Joseph Le Conte , famous geologist , as the man for whom the mountain was named , supposedly by Swiss explorer Arnold Guyot .",0
5825,"During the short rule of Henry VI and Edward IV , or during the second reign of Edward V , no farthings were produced .","During the second reign of Henry VI and Edward IV , or during the short reign of Edward V , no farthings were produced .",0
5245,"As above in the normal case , the complex form is","As in the complex case , the normal form is as above .",0
5037,"Oviñana is one of three parishes ( administrative divisions ) in Sobrescobio , a municipality within the province and autonomous community of Asturias , in northern Spain .","Oviñana is one of three parishes ( administrative districts ) in Asturias , a municipality in the province and autonomous community of Sobrescobio , northern Spain .",0
555,His published works include a series of sermons written in `` Old Yet Ever New '' ( 1904 ) and `` Dayspring From On High '' ( 1907 ) .,His published works include a number of sermons written in `` Old Yet Ever New '' ( 1904 ) and `` Dayspring From On High '' ( 1907 ) .,1
7312,There are the following possibilities for multiple symmetries with discrete symmetry axes through the same point :,"For multiple symmetry with discrete symmetry axes through the same point , there are the following possibilities :",1
4395,She had a son named Harrison and a daughter named Mariah .,Harrison had a son named Hannah and a daughter named Mariah .,0
5395,"Born in Palermo , the son of the stage director and folk musician Emma Muzzi Loffredo , after high school Amato moved to Rome , where his mother lived .","Born in Palermo , the son of the director and folk musician Amato , Emma Muzzi Loffredo moved to Rome where his mother lived after graduating .",0
3536,"In September 2008 , he premiered the cello concerto that Guillaume Connesson dedicated to him , with the Rouen Philharmonic Orchestra under the direction of Jérémie Rhorer .",In September 2008 he performed the cello concerto dedicated to him by Jérémie Rhorer with the Rouen Philharmonic Orchestra under the direction of Guillaume Connesson .,0
1700,"When Hurley , Jack and Richard join their group , Miles is particularly happy to welcome Hurley .","When Hurley , Jack , and Richard join their group , Miles is particularly happy to greet Hurley .",1
6727,"There is also an alternative , more compact syntax where DFDL properties are provided as non-native attributes in the XML schema objects themselves .","An alternative , more compact syntax is also carried , where DFDL properties are provided as non-native attributes on the XML Schema objects themselves .",1
1056,"Dupleix replaced Charles Godeheu , who had died in France in poverty .","Charles Godeheu replaced Dupleix , who died in France in poverty .",0
1407,"Therefore , the Electronic library of the Academy as an integral part of the educational process and scientific activity is a recognized virtual channel into the global information environment .","Therefore , the electronic library of the Academy is an integral part of the educational process and scientific activity a recognized virtual channel in the global information environment .",1
3768,It is estimated that Japan has the potential for 144 GW of onshore wind and 608 GW for offshore wind capacity .,It has been estimated that Japan has the potential for 144 GW for offshore wind and 608 GW of onshore wind capacity .,0
602,"Several members of the CFA were appointed to the McMillan Commission , as were many McMillan Plan supporters .","Several members of the McMillan Commission were appointed , as were many supporters of the McMillan plan , to the CFA .",0
1384,`` The best house in a good neighbourhood is better than the worst house in a bad neighborhood .,`` The best house in a good neighborhood is better than the worst house in a bad neighborhood . '',1
3333,"Despite this , their criminal activities with international gangs have grown enormously .","Despite this , their international activities with criminal gangs have grown tremendously .",0
2119,"Rmetrics is a free , open and open development software project for teaching Computational Finance .","Rmetrics is a free , open source and open development software project for teaching computational finance .",1
4320,"In 1885 , the first bicycle ( Safety Cycle ) was built in Queensland by Reginald Blunt of Bulimba and proudly driven by Brisbane cyclist Peter Dowd .","In 1885 , the first bicycle ( Safety Cycle ) was built in Queensland by Reginald Blunt of Brisbane and proudly raced on by Bulimba cyclist Peter Dowd .",0
1913,"Four times between 1777 and 1860 , bells were mentioned , and three new ones were consecrated in 1861 .","Between 1777 and 1860 , four bells were consecrated , and in 1861 three new bells were mentioned .",0
3685,"The school was taken over in the 1960s by Patrick Kilroy , and his son Charles Kilroy took over the management of Kilroy 's College in 1999 .","The school was taken over by Charles Kilroy in the 1960s , and in 1999 his son Patrick Kilroy took over the management of Kilroy 's College .",0
7583,The General Stefan `` Grot '' Rowecki bridge is one of the largest bridges in Warsaw and one of the largest bridges next to the Siekierkowski Bridge .,"Next to the Siekierkowski Bridge , the General Stefan `` Grot '' Rowecki Bridge is one of the largest bridges in Warsaw and one of the busiest .",0
4814,"They consist of almost 30 expatriates , some members of the US Communist Party , while others are English writers or left teachers .","They consist of nearly 30 expatriates , some members of the US Communist Party , while others are left-wing writers or English teachers .",0
1741,"The Soviet Union was officially in Asia until June 1941 , and Europe was officially neutral until August 1945 , when it attacked Japan in cooperation with the US .","The Soviet Union was officially in Europe until June 1941 and officially neutral in Asia until August 1945 , when it attacked Japan in collaboration with the US .",0
5040,He was born in a small kingdom 1000 `` li '' northeast of Japan ( Wa ) .,He was born in a small kingdom of 1000 `` li '' northeast of Wa ( Japan ) .,1
928,Wismer married Margaret Rutherford .,Margaret Rutherford married Wismer .,1
5139,"Crain mentioned the song `` For the Miner '' , which was written on this album for Jason Molina shortly before his death .",Crain has mentioned the song `` For the Miner '' on this album was written for Jason Molina shortly before his death .,1
3579,"He played in 189 Belgian Pro - League - games during thirteen seasons , mainly with Club Bruges , with which he won nine national titles , including two big championships .","He played in 189 Belgian Pro League games during thirteen seasons , mainly with Club Brugge with which he won nine major titles , including two national championships .",0
4443,"Arkalochori is a town and a former municipality in the Crete regional unit , Heraklion , Greece .","Arkalochori is a city and a former municipality in the regional unit of Crete , Heraklion , Greece .",1
7473,It is found in a small area in the region of Wheatbelt in West - Australia near narrogin .,It is found in a small area in the Narrogin region of Western Australia near Wheatbelt .,0
7129,Maranakatte is situated at a distance of 16 km from Kollur on the way to Kundapura and the village is also called Kanchinakodlu .,Maranakatte is situated at a distance of 16 km from Kundapura on the way to Kollur and the village is also called Kanchinakodlu .,0
240,"The majority of the inhabitants of Babulo officially follow the Catholic religion , as in entire East Timor .","The majority of the inhabitants of Babulo follow officially the entire religion , as in Catholic East - Timor .",0
2967,"The other two rivers are the Mangles River , and the Matiri River .",The two other rivers are the Mangles River and the Matiri River .,1
3543,Yalıköy is a village connected to the district Tirebolu of the province of Giresun .,Yalıköy is a village connected to the Giresun district of the province of Tirebolu .,0
6207,"Born in Lee County , Mississippi , Sawyer moved with his parents to Shelby County , Alabama .","Sawyer was born in Shelby County , Alabama , and moved to Lee County , Mississippi with his parents .",0
3211,"She wrote NEVER , `` I , the cartoonist , also launched a draw Mohammed day '' .","She also wrote , `` I , the cartoonist , NEVER launched a draw Mohammed day .",0
102,"It is native to Chiapas , Guatemala , Honduras , El Salvador , Panama , Guerrero , Oaxaca , Veracruz .","It is native to Chiapas , Guatemala , Honduras , El Salvador , Guerrero , Panama , Oaxaca , Veracruz .",1
319,"He made 11 war patrols , completed 12 attacks , sunk 2 enemy transports and a lighter .","He completed 11 war patrols , made 12 attacks , sunk 2 enemy transports and a lighter .",0
4582,"Gore claims to be the `` trout capital of Lake Tenkiller '' , with great fishing in Oklahoma , the Illinois River , and the Arkansas River .","Gore claims to be the `` trout capital of Lake Tenkiller '' , with great fish in Oklahoma , the Illinois River , and the Arkansas River .",1
3188,The river Cuşma is a tributary of the Dorolea River in Romania .,The river Dorolea is a tributary of the river Cuşma in Romania .,0
534,"Fortunately , Edward John Dent 's cousin , Richard Rippon , was willing to have him .","Fortunately , Edward John Dent 's Cousin , Richard Rippon , was willing to have him .",1
738,The smallest number that can be represented as a sum of four positive seventh potences in two different ways is 2056364173794800 .,The smallest number that can be presented as a sum of four different powers in two positive and seventh ways is 2056364173794800 .,0
1245,"The first formal description of the American greenfinch was by the Vietnamese ornithologist Jean Théodore Delacour in 1926 , under the binomial name `` Hypacanthis monguilloti '' .",The first formal description of the American green fink was given in 1926 by the Vietnamese ornithologist Jean Théodore Delacour under the binomial name of `` Hypacanthis monguilloti '' .,1
1143,The variable region of each heavy or light immunoglobulin chain is encoded in several pieces -- known as gene segments ( subgenes ) .,The easy region of each heavy or variable chain of the immunoglobulin is encoded in several pieces -- known as gene segments ( subgenes ) .,0
4348,"However , their decisions are subject to the judicial review and they have already been open to challenges .","However , their decisions are open to Judicial Review and they have already been subject to challenge .",0
7288,"A staunch nationalist himself , Morarji Desai was opposed to such movements , including the Mahagujarat Movement led by Indulal Yagnik demanding a new state of Gujarat .","Morarji Desai , himself a convinced nationalist , was opposed to such movements , including the Mahagujarat movement , led by Indulal Yagnik , calling for a new state of Gujarat .",1
6527,"Born in Palermo , the son of the stage director and folk musician Emma Muzzi Loffredo , after high school Amato moved to Rome , where his mother lived .","Born in Palermo , son of director and folk musician Amato , Emma Muzzi Loffredo moved to Rome where his mother lived after graduating from high school .",0
1329,"Gordon , unknown to many as a bibliophile writer , donated the only surviving copy of John Eliot ’ s 1663 `` Indian Bible '' to Roxbury Latin School","Unknown to many as a bibliophile , John Eliot donated the only surviving copy of Gordon 's 1663 `` Indian Bible '' to Roxbury Latin School .",0
7098,"`` Shine '' , the band 's second album , was released between two general dates and recorded 2009 .","The band 's second album , `` Shine '' , was recorded between two general data sets and released in 2009 .",0
6614,"In time , Las Vegas became the new `` American Gretna Green , '' although hundreds of people are still married in Elkton each year .","In the course of time , Las Vegas became the new `` American Gretna Green '' , although hundreds of people in Elkton are still married each year .",1
1929,The initial segment of Fulton Mall as it exists today is the Fulton Street between Adams Street and Flatbush Avenue .,"The initial segment of Fulton Street , as it now exists , is the Fulton Mall between Adams Street and Flatbush Avenue .",0
5005,"Since a Hausdorff space is the same as a preregular T space , a regular space which is also T must be Hausdorff ( and thus T ) .","Since a house village - space is the same as a preregular T - space , a regular space , which is also T , must be Hausdorff ( and thus T ) .",0
497,In April 2016 it was announced that Reid will also present the new sister show `` Extra Gear '' from `` Top Gear '' with Harris .,In April 2016 it was announced that Harris will also present the new sister show `` Top Gear '' Extra Gear `` together with Reid .,0
7545,"In 1994 , Smith Smith returned to the WWF in SummerSlam , where he was immediately involved in an ongoing family feud between Bret Hart and his brother Owen Hart .","Bret Hart returned to the WWF at SummerSlam in 1994 , where he immediately became involved in an ongoing family feud between Smith and his brother , Owen Hart .",0
2772,"Claire Morgan ( born 18 May 1980 in Belfast , Northern Ireland ) is an internationally exhibited sculptor and artist who lives and works in London , England .","Claire Morgan ( born May 18 , 1980 in Belfast , Northern Ireland ) is an internationally exhibiting sculptor and artist who lives and works in London , England .",1
473,"Cedarville is a hamlet on NY 51 in the city of Columbia in Herkimer County , New York .","Cedarville is a hamlet located on NY 51 in the Town of Columbia in Herkimer County , New York .",1
5051,"Clubscan , for example , was an ID card scanning system that was invented in 2003 .","For example , Clubscan was an ID card scanning system invented in 2003 .",1
4077,"Charlie Charlie Bannington ( b . 1951 ) , sometimes known as Arthur Charles Bannington , was a British political activist .","Charlie Bannington ( died 1951 ) , sometimes known as Arthur Charles Bannington , was a British political activist .",1
3917,"He was consecrated bishop in Columbus , Ohio , and was elected to this office in Buenos Aires .","He was consecrated Bishop in Columbus , Ohio and was elected to that office in Buenos Aires .",1
545,He is also the current artist on the comic adaptation of Laurell K. Hamilton `` Guilty Pleasures '' .,He is also the comic artist on the current adaptation of © Guilty Pleasures '' by Laurell K. Hamilton .,0
4177,"The 2013 BBC programme `` Ripper Street '' , Colonel Madoc Faulkner ( Iain Glen ) refers to a variant of Utterance 325","The BBC - Program `` Ripper Street '' 2013 , Colonel Madoc Faulkner ( Iain Glen ) , refers to a variant of Utterance 325 .",1
1243,"He completed 11 war patrols , made 12 attacks , sinking 2 enemy transports and a lighter .","He made 11 war patrols , completed 12 attacks , sunk 2 enemy transports and a lighter .",0
7331,"Captain Vildivia was sacrificed with four of his companions , and their meat was served at a feast .","Captain Vildivia was sacrificed with four of his companions , and their flesh was served at a feast .",1
5539,Aldous Huxley introduced Alfred Matthew Hubbard to the drug in 1955 and Timothy Leary began taking it in 1962 .,"In 1955 , Alfred Matthew Hubbard introduced Aldous Huxley to the drug and Timothy Leary began taking the drug in 1962 .",0
335,"If all are zero , then this is the quantum - Liouville - equation ( for a closed system ) , which is the quantum analogue of the classic Liouville equation .","If the are all zero , then this is quantum Liouville equation ( for a closed system ) , which is the quantum analog of the classical Liouville equation .",1
7133,"Pedro de Garibay lived for most of his life in the Mexican state of Jalisco , his brother in the state of Michoacan .","For most of his life Pedro de Garibay lived in the state of Jalisco , Mexico . His brother lived in the state of Michoacan , Mexico .",1
1316,"Tode Mongke , also known as Tuda Mengu , Tudamongke , was Khan of the Gold Horde from 1280 to 1287 , division of the Mongolian Empire .","Tode Mongke , also known as Tuda Mengu , Tudamongke , was khan of the Golden Horde , division of the Mongol Empire from 1280 to 1287 .",1
1920,Tien Hogue and actress Kenneth Brampton managed to persuade the mining magnate Pearson Tewksbury to raise the budget and act as producer .,Tien Hogue and actress Kenneth Brampton managed to persuade the mining magnate Pearson Tewksbury to increase the budget and to act as a producer .,1
2185,"Susan asks why they did not get one , and Edie replies that it is a new tradition .",Edie asks why she did not get one and Susan replies that it is a new tradition .,0
3862,"Anne Roiphe married the author Anne Roth ( now Richardson ) in 1957 , and she had a daughter Emily Carter .","Anne Roiphe married author Anne Roth ( now Richardson ) in 1957 , and they had a daughter Emily Carter .",1
7410,"Walter committed suicide in 1934 , and Wilder herself died April 20 , 1938 .","In 1934 , Walter committed suicide and Wilder died on April 20 , 1938 .",1
4646,"Eoacmaea albonotata is a species of sea snail , a true limpet , a true gastropod mollusk in the Eoacmaeidae family , one of the families of the Marine limpets .","Eoacmaea albonotata is a species of sea snail , a true limpet , a marine gastropod mollusk in the family Eoacmaeidae , one of the families of true limpets .",0
133,The interior of the resettled Palais de Danse was then redesigned by the griffins the following year .,The interior of the relocated Palais de Danse was then redesigned by the Griffins the following year .,1
3961,The township is located in eastern Crawford County and is bordered to the east by Warren County and to the south by Venango County .,"The municipality is located in eastern Crawford County , bordered to the east by Venango County and to the south by Warren County .",0
6352,"Butler married Kelly Lee Butler on 22nd November 2011 , now professionally known as Kelly Lee Daniels .","On November 22 , 2011 , Butler married Kelly Lee Butler , now known professionally as Kelly Lee Daniels .",1
2246,"Out of my slender savings I took enough for the train fare to Genoa and back , gave my measurements , and handed over the 600 lire .","Of my low savings , I gave enough for the train to Genoa and back , took my measurements and handed over the 600 lire .",0
541,"Arthur Wrottesley , 3rd Baron Wrottesley ( June 17 , 1824 - December 28 , 1910 ) , was a liberal peer and British politician .","Arthur Wrottesley , 3rd Baron Wrottesley ( 17 June 1824 -- 28 December 1910 ) , was a Liberal peer and British politician .",1
6147,"Since January 2013 , Drew Springer , Jr. , a businessman from Münster in Dickens County , has represented Cooke County in the Texas House of Representatives .","Republican Drew Springer , Jr. , a businessman from Muenster in Dickens County , has since January 2013 , represented Cooke County in the Texas House of Representatives .",1
2030,In the following weeks on `` Raw '' Kane repeatedly began to attack Hardy and seduce Lita .,In the following weeks on `` Raw '' Hardy repeatedly began to attack Lita and seduce Kane .,0
38,"Located in the southern part of the county , it lies in the southeastern part of the state .","It is located in the southeastern part of the county , in the southern part of the state .",0
7637,"In 1950 , Small sold a package of 26 films that he produced to show about his Peerless Television Productions on American television .","In 1950 , Small produced a package of 26 films that he sold to show on American television through his Peerless Television Productions .",0
7574,This tells us that the DeRham - Cohomology Groups - Formula 4 are all isomorphic .,This tells us that the isomorphic cohomology groups formula 4 are all de-Rham .,0
2019,"She taught at Johns Hopkins University , at Goucher College , at the University of Maryland and at George Mason University .","She taught at George Mason University , Goucher College , the University of Maryland and Johns Hopkins University .",0
2112,"Kim Newman called it a `` cold but smart , subversive debut '' for `` Empire '' .","Writing for `` Empire '' , Kim Newman called it `` a smart , subversive but rather cold debut '' .",0
2403,The three Iranian officials in the negotiations with the Kurdish leaders have returned freely to Iran .,The three Kurdish representatives in the negotiations with the Iranian leaders returned to Iran freely .,0
749,"In 1902 , he apparently died by suicide , his daughter Bertha inherited the company and shortly afterwards married Gustav Halbach , grandson of Henry Bohlen .","In 1902 he died , apparently , by suicide . His daughter Bertha inherited the company and shortly thereafter married Gustav Halbach , the grandson of Henry Bohlen .",1
7568,"Since the split , both former members have created new bands . Todd Marriott has formed YGT , an electronic duo with Tom Mclean .","Since Split , the two former members have founded new bands : Todd Marriott has created an electronic duo YGT with Tom Mclean .",1
2457,"The Nokasippi River , the Mississippi River and the Little Nokasippi River are all in the area .","The Mississippi River , the Nokasippi River and the Little Nokasippi River are all in the area .",1
7513,In 560 Yuwen Yong Emperor Ming poisoned death and Emperor Ming 's brother Emperor Wu the duke of Lu became Emperor ( as Yuwen Hu ) .,"In 560 , Yuwen Yong poisoned Emperor Ming to death , and Emperor Ming 's brother Emperor Wu the Duke of Lu became emperor ( as Yuwen Hu ) .",0
2345,The schism was not repaired until the late 6th century for Milan and the late 7th century for Aquileia .,The schism was not repaired until the late 7th century for Milan and for Aquileia in the late 6th century .,0
96,He attended the Liceo Classico in Germany before studying chemistry at the University of Munich in L 'Aquila .,He attended the liceo classico in Germany before studying chemistry at the University of Munich in L'Aquila .,1
6252,"Its natural habitats are subtropical or tropical dry forests , subtropical or tropical dry lowland grass surfaces and urban areas .","Its natural habitats are subtropical or tropical dry forests , urban lowland grassland , and subtropical or tropical dry areas .",0
7865,"Born in Albury , she grew up in Melbourne and in the 1930 's went to Sydney to study nursing .","Born in Albury , she grew up in Melbourne and went to Sydney in the 1930s to study nursing .",1
5224,The State Route 119 ( SR 119 ) is a state road in the U.S. state of Alabama that travels from Montevallo to Leeds northeast .,State Route 119 ( SR 119 ) is a state highway in the U.S. state of Alabama that travels northeast from Montevallo to Leeds .,1
2115,"A large tree , it is identified by the stocking of white smooth bark , up to about half the trunk , above this is rough bark .","A large tree , it is identified by the stocking of rough bark , to about halfway up the trunk , above this is white smooth bark .",0
2587,"Euthria effendyi is a species of sea snail , a true gastropod mollusc in the family Buccinidae , the marine whelks .","Euthria effendyi is a sea snail species , a true gastropod mollusk in the Buccinidae family , the whelks marine .",1
5199,Jean Antoine was retired in 1653 and was taken over by his sons Jean de Tournes and Samuel de Tournes in the family business .,"Jean de Tournes retired in 1653 , and was succeeded in the family business by his sons Jean Antoine and Samuel de Tournes .",0
3440,"Charles William Dickey , 1940 , and Charles Henry Dickey , were parents of the architect Anne Alexander in 1902 .","Anne Alexander , 1940 , and Charles Henry Dickey , 1902 were parents of the architect Charles William Dickey .",0
3555,The general election took place between the first contest on 29 July and the last competition on 1 September 1830 .,The general election took place between the last contest on 29 July and the first contest on 1 September 1830 .,0
454,"In 2002 CRLA was awarded the Domestic Human Rights Award by Global Exchange , and international NGO based in San Francisco .","In 2002 , the Global Exchange was awarded the Domestic Human Rights Award by CRLA and the international NGO based in San Francisco .",0
6585,"The Boxset will also include an official Illustration booklet , containing official illustrations and promotional images from the Anime series .",The boxset will also include an official illustration booklet containing official illustrations and advertising images from the Anime series .,1
2813,"On November 7 , 1938 , a young Polish Jew , Herschel Grynszpan , attacked and shot two German officials in the Nazi German embassy in Paris .","On 7 November 1938 , a young Polish Jew , Herschel Grynszpan , attacked and shot two German officials in the German Nazi Embassy in Paris .",1
2837,"They are high , built of concrete faced with small blocks of stone .","They are small , built of concrete with high stone blocks .",0
252,The 2014 -- 15 Chicago State Cougars men 's basketball team represented Chicago State University during the 2014 -- 15 NCAA Division I men 's basketball season .,The 2014 -- 15 Chicago State Cougars Men 's Basketball - Team represented Chicago State University during the 2014 -- 15 NCAA Division I Men Basketball - Season .,1
6636,"However , it was held by the Parliament during the English Civil War and demolished in 1646 - 50 .","However , it was held by Parliament during the English Civil War and demolished in 1646 -- 50 .",1
1023,"Hunt returned to New York until he moved to Venice in 1976 , California .","Hunt returned to Venice , California until 1976 when he moved to New York .",0
7648,"On November 22 , 2011 , Butler married Kelly Lee Butler , now known professionally as Kelly Lee Daniels .","On 22nd November 2011 , Butler married Kelly Lee Daniels , now known as Kelly Lee Butler .",0
1011,"In the 1999 NatWest Trophy , the Kent Cricket Board was represented against the Worcestershire Cricket Board in a single List A game .",Barfoot represented the Worcestershire Cricket Board in a single List A match against the Kent Cricket Board in the 1999 NatWest Trophy .,0
4650,"In 1611 Antonio Pérez died in Paris and was buried in a monastery , but his mortal remains were lost during the desecrations of the French Revolution .","In 1611 Antonio Pérez died in Paris and was interred in a convent , but his remains were lost during the desecrations of the French Revolution .",1
6002,"On February 7 , 2014 , the musical was opened in Malmö , Sweden , at the Malmö Opera , directed by Åsa Melldahl and musical director Anders Eljas .","On February 7 , 2014 the musical opened in Malmö , Sweden at Malmö Opera . Director was Åsa Melldahl and Musical Director Anders Eljas .",1
1673,"On July 21 , 2014 , after his two successful years at Las Palmas in Spain , Chrisantus signed a three-year contract with Sivasspor at the Turkish Super Lig .","On 21 July , 2014 , Chrisantus signed a three-year contract with Sivasspor side Turkish Süper Lig after his two successful years at Las Palmas in Spain .",1
626,Quechua variety in Arequipa is Cusco -- Collao Quechua .,The Quechua variety spoken in Arequipa is Cusco -- Collao Quechua .,0
7794,"Susan asks why they did not get one , and Edie replies that it is a new tradition .","Susan asks why she did not get one , and Edie replies that it is a new tradition .",1
2111,Elkins Widener married Eleanor Elkins Rice when she became Harvard professor and surgeon in October of 1915 .,"( Eleanor Elkins Widener became Eleanor Elkins Rice when , in October 1915 , she married Harvard professor and surgeon",0
1466,"Drew Springer , Jr. , a businessman from Münster in Cooke County , has represented Dickens County in Texas House of Representatives since January 2013 .","Republican Drew Springer , Jr. , a businessman from Muenster in Cooke County , has since January 2013 represented Dickens County in the Texas House of Representatives .",1
7530,The initial segment of Fulton Street as it exists today is the Fulton Mall between Adams Street and Flatbush Avenue .,"The initial segment of Fulton Street , as it now exists , is the Fulton Mall between Adams Street and Flatbush Avenue .",1
4735,"Leverett is located at the southern border of Franklin County , north of Hampshire County .","Leverett is located along the southern border of Hampshire County , north of Franklin County .",0
4267,"They were replaced by Martin Foyle , but he departed after only a month , and Paul Simpson took over until the end of the season .","They were replaced by Martin Foyle , but he left after only a month , and Paul Simpson took over until the end of the season .",1
3092,On 1 April 2010 Robertson made the first official maximum break of his career in his second round match in the 2010 China Open against Peter Ebdon .,"On April 1 , 2010 , Peter Ebdon made the first official maximum breakthrough of his career at the China Open 2010 against Robertson in his second round .",0
6973,"However , in Forino , between Avellino and Salerno , Romuald intercepted and destroyed part of the Roman army .","However , Romuald destroyed part of the Roman army at Forino , between Avellino and Salerno , and intercepted it .",0
1889,"It runs through Forest Park , along the north side of Highland Park , and through Ridgewood Reservoir .","It runs through Forest Park , along the north side of the Highland Park and through Ridgewood Reservoir .",1
1609,"In 1902 Konstantinos Aspiotis , son of Gerasimos , became the director of the company .","In 1902 Gerasimos , son of Konstantinos Aspiotis , became director of the company .",0
1745,Yalıköy is a village connected to the district Tirebolu of the province of Giresun .,Yalıköy is a village connected to the Tirebolu district of Giresun province .,1
